,REF,NOX,ATP
b1907,8.16866289,8.812742531,8.6520947543
b2167,11.3743064367,11.3741013433,11.2159509033
b4390,9.9018811667,9.5635609607,9.5788082327
b4111,10.75862825,10.396417577,10.6450712567
b0508,6.8892730207,8.77880303,7.8716078437
b2923,10.74457084,10.8981787533,10.7623001333
b3930,9.456583874,9.5729976807,9.5204280323
b2788,8.4243279873,9.9457821253,9.2429674273
b2579,10.8947238267,10.5297518367,10.6626057367
b3736,14.0997814933,14.4094496133,14.1487885667
b3952,6.611242544,7.9834114297,7.300177649
b3993,6.173923848,7.510945093,7.3524063263
b0429,12.5913237667,12.6507411067,12.62893452
b4226,13.9721274533,13.2517116733,13.3159462333
b3591,11.17797419,11.3118348367,11.51326654
b1261,10.9118690437,11.000028513,10.8248650467
b0841,7.019583572,7.155587979,7.1597899247
b3213,11.4380929963,11.1940863633,10.719777069
b1900,6.9544879993,8.8872306803,8.40232592
b0870,11.2843933067,10.97504126,11.0136326833
b2093,12.2254297733,12.60611318,12.02585002
b3189,11.2325438267,11.1254257567,11.0320157233
b3258,8.6512001107,9.694601696,8.900197417
b0096,11.8852350067,11.51940677,11.3832545733
b0622,9.2599988307,9.0074941703,9.2490789
b1250,9.515667835,9.467152564,9.6783359657
b3390,12.4797998733,12.045412,11.9799044633
b3821,11.3918284933,11.3417346133,11.42949984
b1805,7.4920507287,7.4852910793,7.308214876
b3568,7.3196720557,9.043725305,8.3836378067
b1692,6.2173283223,7.673697226,6.7200595453
b3735,11.1102406253,11.6297635967,11.5420171567
b1719,11.7252422667,11.4460535533,11.0317438917
b0241,8.6783473247,9.461284529,8.9321851753
b2499,11.84855369,11.8574619667,11.9685963933
b0353,6.01057142,7.2701995807,7.161841207
b1732,11.7925238333,10.6005086367,11.57148012
b1054,10.87886435,10.9261739467,11.0024659333
b3792,2.947471138,3.428275817,4.4327627947
b1288,12.29513567,12.0533998733,11.92644865
b4245,14.0487691867,14.3737577167,14.56352187
b1761,12.1243725367,12.2626366433,12.19773528
b3789,6.9420100557,7.2951708163,7.32097668
b3831,11.0452751467,10.5188088667,10.63737366
b2239,4.268812983,4.344749739,4.593411356
b4131,7.5188083057,9.7929967967,8.3758082347
b3787,11.9089635233,12.0485431233,11.8762237033
b1709,9.9953472253,9.8052224277,10.23932675
b2810,11.2477330933,11.5759777367,11.53090578
b4120,8.228413809,9.3193477217,8.4722733447
b1301,9.5924795273,9.0028834993,9.004923864
b2234,11.1904783167,11.05995441,10.83768186
b2704,7.593591976,8.029558652,8.369390239
b0007,6.158900225,6.784293001,6.6842279913
b3843,10.5543424033,10.49896963,10.38440081
b3631,11.3676046,11.32292172,11.2570150733
b1773,7.184992549,8.6527089337,8.337071508
b0334,7.183238975,8.2837447047,8.534806495
b3478,7.7633601197,8.142978501,8.40062108
b4192,8.25008055,9.8181585483,8.7272233557
b3281,11.1752655467,11.0383225367,11.0678452333
b1200,10.1902869163,9.9397194173,9.7685376073
b1819,11.3628965533,11.9756352533,11.6290641
b1109,10.74459032,10.2494055177,11.2594900033
b3493,10.0558080303,9.6302600133,9.739599289
b2034,10.6864140667,9.9675640587,9.630940941
b2893,11.4028215033,11.02587595,10.9704647133
b3728,12.5853235333,12.71660224,11.76132448
b0875,8.2252068617,8.6362118367,8.541301545
b1190,9.0241787777,9.3922049973,9.3453768537
b3403,11.56369212,11.8963110433,11.60528253
b0121,12.11739135,12.1370129533,11.8074480433
b3172,13.7772094933,13.9428215867,13.5179519467
b0160,9.6888866323,9.3880067787,9.286756076
b1588,9.909475467,10.5228336447,10.0900720363
b2162,5.0038268757,6.2680718197,5.845018281
b3196,7.4919550377,7.9724243357,7.971454539
b2417,12.6314428633,12.19642734,12.35700178
b2498,12.0229679667,11.67281599,11.46216812
b1326,5.8029381933,5.6857745373,6.0328555697
b2501,10.170336341,9.6966445103,9.9585993903
b3616,10.68186308,10.7207972533,10.6641264667
b2092,14.1476630167,14.7012600733,14.4518630067
b1243,11.6965038567,11.5511130267,11.4192428933
b0414,10.7512226567,10.74762999,10.82850451
b3603,8.104536618,9.0123502867,8.756388217
b0066,7.773036203,7.9744177087,8.111693996
b3623,11.0826372933,10.7548697,10.5682275867
b0822,9.206108833,9.049062303,9.255272918
b4040,9.8939806127,9.8123331417,9.7693127993
b1855,10.3440510457,10.0485274883,10.211369755
b3290,10.0143583197,9.9245570837,9.9789438937
b3966,8.0634881877,8.2490924267,8.571325925
b0347,6.1619440643,7.7386380857,7.5468560927
b2919,5.5036711533,7.950646783,6.9838403237
b0352,9.2396135947,10.25441547,9.6818648543
b3456,11.1571051667,11.52927601,11.01196719
b3654,11.24170767,11.4190366367,11.1604202233
b4227,8.998180569,9.1588069243,9.0729545583
b4153,9.4096058757,9.3899683527,9.5173283063
b3542,11.50657835,11.71981935,11.74978773
b2938,11.5386316633,11.2385557667,11.25542187
b3368,10.0480834247,10.5103356533,10.0984388887
b4119,3.9178840133,4.5580817093,5.128715229
b3588,7.2291195247,7.6920837943,7.4845610213
b0767,8.638119646,7.0736480807,8.4717837443
b1210,10.8308265367,10.260863636,10.5196914813
b2303,11.5659409867,10.8592475953,10.7767196317
b3397,12.0072419467,11.7424152633,11.89182643
b0954,10.4465195477,9.6838586743,9.8511499803
b1441,8.595919657,8.9449075953,8.5576851633
b0237,12.70435869,12.76801056,12.96495122
b2210,10.8363409333,11.80437162,12.1722152667
b3816,10.1984864767,9.982312785,10.38531432
b0857,7.744706128,8.3198824107,8.3939346657
b0131,11.3168694333,11.0576394967,11.3856294633
b0067,8.5624174987,9.883940974,9.4075783413
b2903,11.6498997467,11.7700603967,11.4024320333
b0934,8.387038354,9.2515464423,8.871449557
b0596,9.282798552,10.0109483197,10.063816762
b2296,11.7556618633,11.7557996333,12.3029243667
b2723,6.8837383717,9.4418246387,8.355858726
b3577,5.0632746007,7.8561489583,6.498581795
b0388,11.9191017767,11.7995699867,11.6606055767
b2866,6.879854437,8.2349420253,7.7609027857
b3850,11.7971942933,11.9460757567,11.8896176833
b2540,5.409540541,5.931409685,5.7712640687
b0680,11.4531914333,11.4786360967,11.051148
b2039,12.4899982067,12.3098594533,11.9947104733
b2905,11.7788135433,11.8927104967,11.3666578533
b0974,5.5177302327,6.1350890413,6.132208451
b2441,9.8222906297,10.1492886967,10.2122163157
b1465,3.9881291933,4.67925313,5.649619453
b1613,10.6466627383,9.820609611,10.276287057
b1199,10.83460621,10.6955731733,10.3758746933
b0335,7.95504346,9.2519497363,8.987384916
b2489,6.747020989,8.000213612,7.7490624947
b3608,11.3100914133,11.37369723,11.3144128333
b0273,11.9311603,11.6158514,11.70818045
b3630,10.67713686,10.53799149,10.41436566
b4090,9.2794921967,10.1233182637,9.671993921
b1800,7.789881004,8.9572550863,8.6192023347
b1380,9.5629313297,8.8295068183,9.5928210663
b2904,12.6134720033,12.5059862733,12.08113322
b0653,9.5064164403,9.6092801863,9.4877032203
b0433,8.69409434,9.1077452063,9.0699611327
b2484,4.4628820233,6.2104244847,6.1717921527
b0972,7.922259748,9.11629637,8.709036482
b2836,10.5053381533,10.54547639,10.5731013267
b1095,11.3604347133,10.8482721233,10.5381277347
b3972,10.022359887,9.8294068293,9.8239744137
b1247,9.7319337183,9.4436409213,9.6336972897
b0595,9.5276092293,10.5490206127,10.4282103173
b2764,12.3403622467,12.4284755767,11.91546435
b2926,12.2418058867,11.98135923,12.3768455033
b2278,11.4290285633,11.79405814,11.5652645367
b1185,10.5383302733,10.5441781933,10.3846998467
b2010,8.2076537677,8.0744641013,8.3273672953
b3665,8.038610062,8.7473883633,8.661904983
b4267,8.1640119857,9.630367864,9.3592984963
b0734,11.1444794133,11.0707073133,11.3803564967
b0418,9.791179031,9.9929753917,10.2635730243
b3732,12.61434671,12.9075510267,14.98761573
b0957,14.7171212167,14.9536316933,14.5788263867
b4072,5.4166690933,7.4989292257,6.736709143
b2752,12.0179278933,11.5661667667,11.0375270923
b2780,11.8066868233,11.6415810733,11.4772513033
b2235,8.607797565,8.279390382,8.5313452173
b0112,10.92273201,11.1585609433,10.6833076833
b3916,11.8692295467,11.5443478933,11.6563873867
b2841,8.1424144577,9.3540478077,8.6920253607
b3385,10.691964883,10.4019319397,10.2300035953
b3958,12.0158128267,11.99960994,11.77561553
b0068,6.8095033403,7.639925566,7.823563363
b3992,4.7427832883,6.3767671333,6.4157810667
b2799,8.2080761317,9.2952899773,9.0207802773
b0404,7.2386926807,7.2701161067,7.4064621517
b2281,12.3716421233,12.6805364667,12.5286726233
b2472,9.418195038,9.3978619473,9.3783781013
b3559,11.8398609867,11.8320416133,11.5637795133
b1245,11.2830201733,11.1889671433,10.91975589
b3057,10.4333413833,10.8008002933,10.6744415537
b1246,11.70950019,11.65325846,11.4551385567
b3093,5.5555891493,6.464853508,5.7882551113
b2052,5.3386060747,7.1375180303,6.5437875187
b1236,9.6728915337,8.631950233,8.8195531607
b2262,10.3129318573,9.9016333103,10.1300536453
b0381,10.9564330233,10.99056968,10.98748448
b0887,7.699071323,7.8528632383,8.0838250813
b0109,9.4404939413,9.3492828773,9.5383353067
b3425,10.5989343033,10.38260445,10.4133188333
b1602,11.5793213933,11.9404091633,11.53720582
b0242,10.1251689503,9.609994395,9.7736159927
b0125,11.0301577333,10.7716799633,10.8475121567
b0159,12.01897422,11.8852849567,11.83958019
b0915,8.8960513127,8.8820987827,8.7096894427
b0856,9.6088374327,9.6888292757,9.8033078207
b0652,11.04071876,11.0386665467,10.97652138
b3600,10.5756896967,10.4088520967,10.5706331333
b2223,6.5311525003,8.9026655427,8.45093117
b4231,7.9373950743,8.2128731333,8.4361392393
b0615,6.5094617993,8.7524176577,7.999549912
b3771,11.9520328667,12.16193777,12.0185470233
b2049,7.5784868937,9.1022230377,8.713483379
b0003,13.4817255633,13.68445883,13.3935937967
b1857,9.0400360927,8.7095661423,8.7035871907
b2429,2.3594809757,2.2259378967,2.30021512
b1059,11.4138709167,11.28544135,11.2313809367
b2306,10.1389312967,10.2681484097,9.8702621703
b3679,5.409245668,7.695067671,7.0923464947
b0356,9.013889709,9.0684846883,9.4732506127
b1759,9.1354763713,9.4893935667,9.6609519693
b2283,10.968196289,11.0788758733,10.7576291267
b0529,12.0266183733,11.7493519567,11.7747132233
b3041,10.69221445,10.5177920133,10.61617509
b2481,6.8421342353,8.634630669,8.0178066413
b3629,11.2047296933,10.85695059,10.469969144
b1872,6.2867643043,6.9475598883,6.7396027053
b2279,11.1536772633,11.6489050667,11.2366515667
b3915,10.7735801867,10.5475240567,10.6404962033
b0849,10.3382586473,10.60873762,10.4464832733
b2255,10.963962017,11.41444213,10.74605848
b1991,2.3594809757,2.2259378967,2.30021512
b3457,11.9778654967,12.3687764633,11.75144484
b2835,8.978125031,9.3024315733,9.461670732
b3726,11.5242758733,11.80612786,11.3597593133
b3475,9.1914934927,9.411001743,9.839587987
b3744,11.8933337367,11.7906469767,11.7271026567
b3805,11.64522465,11.6869550567,11.8727796567
b1764,11.23172898,11.3660439767,11.3116236
b0614,6.469008433,8.60320954,8.076788648
b0932,11.80959849,11.7022028867,11.5816034633
b2784,10.8534315833,10.7063745767,10.8376654767
b1014,10.01053591,10.3385589433,10.449886961
b0222,9.592201736,9.2045277853,9.3643428247
b3543,9.013926805,8.79882443,8.722736542
b1302,10.1635320667,9.717568059,9.824678939
b4213,11.12392866,11.4119187233,11.0246665833
b2415,13.39972718,13.2869634733,13.5430378367
b2416,13.39972718,13.2869634733,13.5430378367
b0811,11.5564047067,11.6586706333,11.3860667033
b3430,11.80471741,11.7367026933,11.80793295
b2170,5.4297990823,7.110850763,6.432342496
b3996,11.4137608533,11.2902509533,11.3785806767
b1638,10.0253578617,9.7718275297,9.8973160063
b0828,11.36834849,10.9265922933,10.99155001
b0411,9.8364981607,9.6490227413,9.7162580417
b2957,8.246006354,9.3315911323,8.9369579947
b1592,6.4948692473,7.5082554283,7.3969047903
b1661,11.5357732933,10.3950200763,11.9008978
b0425,11.0807603667,10.95062065,11.21126563
b3029,11.24339272,10.5304277167,10.77555395
b3001,9.7591218943,9.786048889,9.9201946717
b3849,7.742137815,8.1806264083,8.1464656343
b3176,10.67018162,10.49111812,10.1834977053
b2143,10.1684008343,9.816179886,9.8676844253
b0071,12.34548837,11.9791490267,12.3827850133
b2022,9.5848598733,8.960630687,8.748106148
b3691,7.1144967903,9.9332940023,8.4586718427
b4258,11.55571931,11.3263620767,11.4748362067
b2600,12.1162525333,12.47119003,11.8725462133
b2251,4.871741321,5.3878801717,5.9401634783
b0417,8.9723190627,9.0033299103,9.2674456217
b1444,9.1358859713,9.3026478007,9.3672597937
b3909,7.9386468723,10.0820910083,8.948863501
b2388,9.8120681417,9.5693147677,9.915093856
b3974,9.6938379757,9.5743004993,10.0130452927
b1927,10.5825286563,9.526961476,10.2581410027
b2041,11.8867464833,11.4744811967,11.206556859
b3223,6.9492665063,7.2145102957,6.9683777357
b2490,10.1180684347,11.2866706,10.838640765
b1278,9.4068483197,9.3099162153,9.252130326
b4136,9.5909569243,9.8223644653,9.915813734
b1249,9.3173178483,8.8840427267,8.9438030947
b0212,10.1453411263,9.9268113413,9.996848571
b2564,11.82288443,11.7511169,11.6049774033
b3553,10.2132851393,10.0594335027,10.4342132367
b0860,10.0208902857,9.7640846687,9.8036132223
b1714,12.7619973,12.8108316267,12.4062911433
b2297,11.4844022633,11.4088618667,12.1031133467
b3785,10.73254624,10.5972115233,10.4562705833
b3959,12.0138032633,12.05917822,12.0709901333
b1094,14.4545926233,14.1319972967,13.65457016
b2134,7.871531478,7.7005988917,7.7033335583
b0757,10.68942659,10.68075972,10.6625729267
b0584,8.7856915697,10.1500419983,9.597668781
b0583,6.3300770947,8.310292519,7.393327219
b0697,8.2128781707,12.3624865533,8.9343601483
b3791,10.8422057933,10.83272088,11.01177873
b3917,11.63661541,11.81976525,11.39438721
b2285,12.5124095,12.81634579,12.8063692567
b2040,11.4159641833,11.0083527167,10.814089742
b3578,6.5543732183,8.6916206043,7.7435917977
b3610,11.9563270067,11.6602351033,11.44544719
b2485,6.5199935463,7.149562898,7.4138111917
b0810,10.75772919,10.8582626767,10.7485436267
b2310,10.3465585023,10.252758872,10.2465830033
b4237,8.7462036337,9.7611197903,9.4777870417
b3829,13.9261780567,14.1702427167,14.10469712
b2026,11.4447271833,10.9148658533,10.7961503733
b1606,9.0501530003,9.0075888387,9.1120314457
b3458,12.9317855867,12.9225210233,12.04664777
b1124,10.94574673,10.9114100567,10.58053945
b2711,8.7416891283,10.119949853,9.8434646637
b2927,12.41138654,11.9024907833,12.28555379
b4031,9.2197099143,10.3022787363,9.9127742363
b3477,4.1784839897,5.0950406297,6.088270422
b3956,13.3887506533,13.64172288,13.56434309
b2265,9.7987843647,9.880086204,10.0665664133
b3926,8.414468819,8.2679690103,8.342246234
b3415,6.7646551753,7.2561963567,7.7435646767
b3450,10.12970985,10.5165188733,10.3229003823
b2201,7.3233593093,7.677695482,8.2174660823
b0349,8.2418915393,9.633446201,8.8694174213
b0153,5.3544926047,6.0068896623,6.1301340537
b3650,11.4071133567,11.3601025733,11.39028391
b1866,10.841325294,10.85955122,10.5976240737
b3804,10.9870767033,10.9530658167,11.03516209
b3386,11.6201002933,11.56841589,11.3993392
b1136,14.3635105767,14.49971117,14.3550701467
b1865,11.3828146667,11.0831796567,10.96742053
b0038,3.5206343073,4.283317145,4.8263307913
b0726,12.5769881967,12.9051042267,12.7002601267
b3236,13.9962261833,14.3984480333,13.8873173633
b1102,6.4402519693,7.8339218463,8.1040803877
b1676,12.7028806067,12.22692726,12.64470478
b1981,9.448665797,9.368784361,9.1328494423
b3925,9.936724966,10.008741879,10.2556581593
b0895,8.7576152953,9.8228661327,9.0981849757
b3957,11.9011339733,12.00381681,11.7544059133
b3990,7.2370034893,8.501963211,8.4613942367
b1603,14.11965693,14.31920949,13.7496358367
b0651,6.1792700857,6.0450535967,6.1032961587
b0776,4.4593319683,4.303552075,4.8818293857
b3844,10.9700567933,10.82853535,10.9324215133
b2979,9.3854253783,10.0884440467,9.6964076357
b3825,9.972405298,9.929726839,9.9921989093
b3566,8.5100127327,10.306957359,9.4690685907
b1363,7.926244561,7.9411941127,7.8897861233
b0048,9.7217866573,9.5343628883,9.6991099007
b0722,12.14293039,12.7565475767,12.0246028367
b2883,8.6604474183,9.5521534477,9.307952149
b2035,11.1191341333,10.6758310087,10.3450579817
b1521,6.9934284907,9.0252052927,7.8692507793
b2242,5.866471941,6.4456824713,6.5815412647
b2129,5.8039171687,5.646474125,5.889215296
b2988,9.747076263,9.7369044463,9.786250817
b3541,10.8659623633,10.6961966067,10.7520023633
b1704,10.5013691633,10.285110796,10.216282071
b2291,9.4010620033,9.509922247,9.697997735
b4265,7.2535929387,8.9303319053,7.815280164
b0238,10.0808283783,9.8988111623,9.8572929857
b1612,12.01274593,12.12432105,11.6870574833
b3225,5.818822911,7.0455585957,7.003991288
b2797,8.666657147,9.1411386837,8.9614168987
b0040,6.629546384,8.7398589333,8.4069023317
b4290,8.0932128943,9.259998629,9.1460501373
b0025,11.0807140567,11.0098645633,10.76998438
b4197,7.1655801197,8.795163201,8.152470554
b1982,11.0539934933,10.9045758867,10.8447629367
b4407,7.8432140257,8.4198005773,8.3014794477
b2027,10.9302356967,10.7853029533,10.68589449
b1241,12.82708886,12.2658300033,13.2762377533
b0446,8.6211341143,9.0953866567,8.7081073373
b3177,9.5304854293,9.175010446,9.265627028
b4117,7.1788781297,9.1538019533,8.4210289517
b2779,13.3928345033,13.0631563667,13.29473016
b1134,6.9117008727,6.776308549,7.091940285
b1849,11.91448645,12.2570308333,12.1203980067
b2024,11.6453306133,11.5517178967,11.3302787533
b3125,10.0342712833,10.321346843,10.2578236777
b0861,10.3173877213,10.4321146467,10.2837920683
b0657,10.0226252797,9.9591723903,9.8462108987
b3006,10.0314953373,9.923164262,9.5200898913
b3738,13.0011501667,13.12707081,12.7894272633
b0331,5.4218966757,8.2174645203,7.2451956107
b3480,7.5714643177,9.1291078483,9.0901380483
b0886,8.892000247,8.9100688977,9.1466582477
b2463,7.0447315203,6.933267697,6.223048213
b0931,11.3843929167,11.21399633,11.3635805733
b3519,9.2496969333,9.0785276667,9.27140059
b0430,13.1119029833,13.3693440533,13.4243201367
b2486,6.7129372217,7.987969953,7.8083340947
b2539,9.0785881903,9.6533530157,9.9061410053
b0928,12.27703855,12.5607446967,12.3780252
b0348,7.8075290273,9.6514875837,8.7605634847
b2133,10.959316346,10.8137355733,10.8899439567
b0813,6.764762536,7.5000038117,7.0949601947
b2889,8.2655374597,8.770206359,8.4093024993
b1131,12.2694089067,12.3726858267,12.3901743433
b2492,8.122576887,10.011416867,9.1174740793
b2514,11.5857772033,11.2374210367,11.1383822867
b0091,10.182179375,10.0018054563,10.015222837
b0593,7.582119338,9.4080570917,9.1080311243
b1814,10.8274590633,10.66671191,10.7404430133
b3997,10.9075172967,10.7942754167,10.92452962
b0019,8.772931006,8.517536712,8.9226661433
b0088,7.86409363,7.5694876277,7.9359969517
b0721,10.5653613617,10.643674678,10.7036582877
b0383,9.7966073183,10.0238737093,9.6992608507
b0421,12.5876513267,12.51504777,12.5826765033
b1106,9.5924159817,9.6238783133,9.8025864233
b0260,8.7119024857,9.12507328,9.3844368733
b1062,11.74637965,11.7127883,11.7883614333
b3350,8.2860787123,7.992771917,8.177884308
b2827,11.82172478,11.7679507033,11.60612623
b0337,12.35074547,12.4438736733,11.96477122
b1485,9.0122035833,9.9317335253,9.8291363863
b3005,10.8858207367,10.7307910733,10.6258555033
b0084,10.7802979433,10.6372318633,10.7396976433
b3642,7.9491431343,9.0698276247,8.395778333
b4154,9.271783526,9.0221924763,9.3762434493
b2914,11.3727868067,10.9843052967,11.0516903633
b2096,14.0757764333,14.16660379,13.83569375
b2781,10.8109277767,10.75392616,10.5342884433
b2710,5.401729442,6.773367793,6.730070676
b0638,9.67882133,9.7328873447,9.7439244193
b3942,11.6555625233,11.89158494,11.47198558
b1781,10.18118244,9.870545078,10.1654499667
b0123,10.8556295533,10.62191077,10.52081772
b2542,8.926032022,9.799395595,9.80515945
b0729,12.6698217867,13.2882861,12.6377719567
b1386,6.6809597803,8.3018127767,7.942852457
b0507,6.6328947757,7.7875245,7.141507278
b3670,9.939823419,10.0074397167,9.7626697467
b3640,11.7241151167,11.50236084,11.7449073333
b3774,14.2009991433,14.1565394933,14.00493371
b1260,12.4383673067,12.5764518567,12.14440241
b1119,10.3107102403,10.1924746527,10.2695986037
b2533,10.44433893,10.1475243027,10.3199724033
b3803,11.1338078433,11.0395738,11.1002572267
b3627,11.9532184933,11.86851675,11.4874929367
b0978,9.813529229,9.38180762,9.8378187007
b0366,6.7125570407,7.8239238063,7.3426918047
b3137,7.2926341077,9.3545704067,8.2188815007
b2342,9.9586680023,9.9562583323,9.8733852343
b3255,12.3369179767,12.1532472333,11.9989176733
b4388,11.2247870833,11.1139597767,11.1385985233
b3062,6.834673824,7.883497229,7.910891946
b0979,7.0457124977,6.976858476,7.5218159337
b1646,10.61335303,9.8702594243,10.53690459
b3115,9.663490021,10.4766096147,10.221067831
b0480,10.620643632,10.2281385367,10.090801012
b3960,12.24815635,12.5637015,12.49521987
b3526,6.3086974793,6.9943971537,7.492301334
b0575,6.4297892503,7.7112749213,7.6040697317
b3693,7.5473496227,9.6971927377,9.2033738847
b3371,7.7549975457,8.944603959,8.5760735767
b2418,10.68056668,10.3735750067,10.3506795047
b1778,11.59055173,11.04973578,11.324486905
b0692,6.22243617,8.395401034,7.4810849693
b3449,9.407650337,9.4800805587,9.8054585413
b2091,7.368997585,7.8351122833,7.7027643433
b0070,9.534095423,10.118580368,10.011394896
b3731,11.61695138,11.6847780133,11.34370269
b0367,4.4253232963,6.2536631503,5.8276267887
b0929,15.02628794,15.2521073733,14.77823137
b4244,13.0853562633,13.4184296133,13.4324034967
b2679,9.5911652453,9.675536337,9.584324725
b1637,12.1587932733,12.0585678933,11.96407573
b0134,9.7063517707,9.495529629,9.4313333803
b1854,11.87394889,11.65338557,11.78158874
b1096,8.2496500713,8.4377268657,8.6134359407
b3396,9.965214468,10.362400903,10.41788114
b2697,12.8341670167,12.9613487133,12.7854190433
b0591,5.7195581243,7.1133380297,6.940163464
b2500,12.1640961533,12.2368090433,12.16253943
b1123,11.4382574867,11.48290338,11.3035909
b0662,10.15839863,10.028960276,10.47572741
b0031,10.878176321,10.3080032913,10.550168551
b1125,11.1164330033,10.7719287667,10.46211289
b0118,9.8033582633,10.5846009683,9.7081045813
b4195,6.910664291,8.039771759,7.581271229
b3784,10.0807820827,10.0624237527,9.9025191553
b0033,12.4009630233,12.59451802,12.1061384
b2738,7.9545980553,9.6282648587,9.0404551013
b0197,13.9716480167,14.0265278533,13.8468444133
b3625,11.4626424633,11.10529988,10.7188899993
b2311,9.891455955,9.7148541077,9.9490967867
b1492,10.4996641217,7.958195837,10.6813852033
b3580,5.5758683063,6.5302987137,6.510228438
b2316,11.3833849867,11.01655182,11.05133917
b0973,7.0281886023,8.2510557543,7.9557326113
b3612,12.01495743,11.81430633,12.09046543
b1701,3.58724852,3.8498596937,4.1824320227
b3621,11.04424699,10.8760173267,10.91810021
b2942,12.7247578233,12.6499261367,12.92562817
b1656,13.8015933667,14.02698926,13.9286909633
b2221,9.033286078,10.9615641403,9.7092971937
b0594,3.9853127927,5.7814905483,5.4458247343
b3551,10.8151953333,11.0316587967,10.9643720867
b2763,12.00652069,12.1344733267,11.91674067
b2488,7.7731111207,8.2391829497,8.897630254
b2746,11.49994001,11.1559900933,10.9865955533
b2744,9.665231708,9.2747963053,9.3765869007
b1711,9.5430700087,9.6291629443,9.507027938
b4139,11.3259219,10.99666732,10.9132010867
b0103,11.7490667733,11.6229273267,11.84837827
b1216,8.8354037403,8.7260256293,8.7972153627
b1611,9.969311866,9.6839857017,9.529524173
b4161,11.2665808867,11.1127342267,11.0995513533
b2688,12.53696199,12.4567386467,12.2890950867
b0133,9.7899481233,9.1785266223,9.9211915993
b0355,8.3668284123,8.978879875,8.9384840183
b4254,11.24103816,11.1253703633,11.1339140267
b3426,10.5488613367,11.0903176333,10.7510997733
b0523,11.76533048,11.77553803,11.7279232467
b2536,7.217235429,8.0118405197,8.0703395633
b3581,8.947253309,10.3087638633,9.072162604
b0654,6.9484207253,7.273635555,7.044747994
b0592,6.756700863,8.129146595,7.9472220653
b3469,8.8218786997,9.2242919193,9.5743336917
b2150,11.7078709933,11.60116704,11.0789178433
b2502,9.892090728,9.589265168,9.7128178443
b4219,10.2318439673,10.064948775,10.1056851733
b4321,8.2080967917,9.510481814,9.3987808753
b2029,12.63986486,12.53005576,12.0755341433
b3517,11.5451784967,9.091434764,11.74932548
b1767,11.2704939833,11.1278605167,11.4597776833
b1463,6.1705249167,6.4644651373,6.4578070483
b1621,6.0521844747,6.5073801293,6.822630892
b0907,13.0068719867,12.9445173533,12.7490815767
b0914,11.1386006467,11.0628354567,10.7784130233
b4239,6.5507811297,7.888389146,8.2120096453
b1064,12.5902288033,11.9317133867,12.5008626967
b3941,12.59533576,12.5287877333,12.2880689333
b1296,8.687406504,8.803009915,8.6400043487
b2913,13.1558170633,13.0519492333,13.1679286033
b1291,10.9017073567,10.7523745433,10.8248354267
b2868,6.7902006633,8.246047855,8.1098930927
b2308,11.55610834,11.7389642267,11.3550051433
b0918,11.2645519,10.9878322967,11.0134935967
b3437,10.45961069,10.42646996,10.6386561933
b2155,8.559702221,9.679947882,9.5097205213
b2963,9.3330906417,9.1779659897,9.319963587
b0077,10.6978565237,10.5779101533,10.3480601433
b0750,12.57350876,12.5789998067,12.4293264933
b1817,12.8921690233,13.25452269,13.16076421
b0198,11.29723709,11.2411527533,11.1015912267
b1252,9.09183482,8.8844538607,8.8688960657
b1584,11.015208246,10.9476093167,10.7909105767
b3198,11.0574162467,10.73685999,10.8506660933
b2563,10.8362061067,10.5173926433,10.61550933
b0756,11.6731865467,11.3339298333,11.6972356967
b0199,10.3953833943,10.3382897317,10.6543217167
b4024,12.65526022,12.7147069833,12.5314661067
b1723,12.09706425,11.5269579167,12.01229071
b3794,9.2940202637,9.3902375813,9.2436790747
b2309,12.2258428933,12.2431610933,11.8326103033
b3751,11.86307532,11.97229154,11.4770284067
b2800,9.635154937,10.8591453467,10.227451124
b0052,10.8058082467,10.53775207,10.7637941033
b4289,7.0840669743,9.2697475103,9.0413667217
b3128,8.591887197,9.768139754,9.6667413363
b2307,10.4758558563,10.489880214,9.9561669653
b0415,12.3648586967,12.4803592267,12.389045
b1850,11.8979282133,11.95948298,12.1274691467
b1006,8.4350983887,9.20540929,9.2365820813
b1091,11.6236265133,11.3826347767,11.3430858067
b0936,6.1853445663,8.1710129947,6.7902567217
b2796,9.524987516,9.5898505377,9.5741835773
b2132,10.4251760267,10.62368192,10.4239711767
b2483,6.0268977333,8.348863393,7.4102009237
b2215,12.7468497133,12.1260305933,12.7612193733
b3991,6.4654129817,8.8292465193,7.8778861907
b0459,10.0530020833,10.2220834567,10.185564534
b2328,10.149600047,10.1056624137,9.9792347253
b0980,8.8942084733,8.6227668547,9.0265678733
b2103,8.3060742243,9.277511667,9.056855566
b0423,8.2559551727,8.4035176533,8.530877853
b2407,7.0985423363,7.843015716,7.975535457
b2104,6.488581284,8.1485227863,7.467172061
b0893,12.1741891633,12.0385840967,11.97540481
b0432,12.8853465167,13.00183862,13.1528359133
b0179,11.81053952,11.3769705767,11.52291024
b3476,2.7731608123,2.577676575,2.8149906553
b0829,11.59198217,11.6739290133,11.5519030067
b2406,7.1336739857,8.146007791,7.879600428
b0728,13.0322467233,13.75918124,13.31198402
b2264,10.5721413733,10.6426134667,10.68862014
b4266,6.1374406743,7.6190479037,7.214220145
b0420,10.4062331767,10.2244139287,10.3242711033
b1093,12.20410716,11.8430801867,11.74326101
